code_wilaya,nom_wilaya,code_commune,nom_commune,nom_commune_ar,daira,daira_ar
52,Béni Abbès,808,Beni-Ikhlef,بن يخلف,Kerzaz,كرزاز
53,Ain Salah,1103,Ain Ghar,عين غار,Ain Ghar,عين غار
53,Ain Salah,1108,Ain Salah,عين صالح,Ain Salah,عين صالح
53,Ain Salah,1110,Foggaret Ezzoua,فقارة الزوى,Ain Salah,عين صالح
54,Ain Guezzam,1107,Tin Zouatine,تين زواتين,Tin Zouatine,تين زواتين
54,Ain Guezzam,1104,Ain Guezzam,عين قزام,Ain Guezzam,عين قزام
55,Touggourt,3016,Temacine,تماسين,Temacine,تماسين
30,Touggourt,3010,Sidi Slimane,سيدي سليمان,Megarine,المقارين
30,Touggourt,3019,Megarine,المقارين,Megarine,المقارين
30,Touggourt,3008,Nezla,النزلة,Touggourt,تقرت
55,Touggourt,5507,Blidet Amor,بلدة اعمر,Temacine,تماسين
30,Touggourt,3007,Tebesbest,تبسبست,Touggourt,تقرت
30,Touggourt,3013,Touggourt,تقرت,Touggourt,تقرت
30,Touggourt,3015,Taibet,الطيبات,Taibet,الطيبات
30,Touggourt,3020,El Alia,العالية,El-Hadjira,الحجيرة
30,Touggourt,3014,El-Hadjira,الحجيرة,El-Hadjira,الحجيرة
30,Touggourt,3017,Benaceur,بن ناصر,Taibet,الطيبات
30,Touggourt,3018,M'naguer,المنقر,Taibet,الطيبات
30,Touggourt,3009,Zaouia El Abidia,الزاوية العابدية,Touggourt,تقرت
56,Djanet,3302,Djanet,جانت,Djanet,جانت
56,Djanet,5601,Bordj El Haouass,برج الحواس,Djanet,جانت
57,El Meghaier,3929,Oum Touyour,أم الطيور,El Meghaier,المغير
57,El Meghaier,3930,Sidi Amrane,سيدي عمران,Djamaa,جامعة
57,El Meghaier,3922,M'rara,المرارة,Djamaa,جامعة
57,El Meghaier,3928,Djamaa,جامعة,Djamaa,جامعة
57,El Meghaier,3924,Tenedla,تندلة,Djamaa,جامعة
57,El Meghaier,3927,El-M'ghaier,المغير,El Meghaier,المغير
57,El Meghaier,3921,Still,سطيل,El Meghaier,المغير
57,El Meghaier,3923,Sidi Khelil,سيدي خليل,El Meghaier,المغير
58,El Menia,5801,El Meniaa,المنيعة,El Menia,المنيعة
58,El Menia,5803,Hassi Gara,حاسي القارة,El Menia,المنيعة
58,El Menia,5802,Hassi Fehal,حاسي الفحل,Mansourah,المنصورة
59,Aflou,313,Brida,بريدة,Brida,بريدة
59,Aflou,315,Hadj Mechri,الحاج مشري,Brida,بريدة
59,Aflou,317,Taouiala,تاويالة,Brida,بريدة
59,Aflou,314,El Ghicha,الغيشة,El Ghicha,الغيشة
59,Aflou,316,Sebgag,سبقاق,Aflou,أفلو
59,Aflou,324,Sidi Bouzid,سيدي بوزيد,Aflou,أفلو
59,Aflou,321,Oued Morra,وادي مرة,Oued Morra,وادي مرة
59,Aflou,322,Oued M'zi,وادي مزي,Oued Morra,وادي مرة
59,Aflou,319,Aflou,أفلو,Aflou,أفلو
60,Barika,529,Seggana,سقانة,Seggana,سقانة
60,Barika,518,Tilatou,تيلاطو,Seggana,سقانة
60,Barika,542,Barika,بريكة,Barika,بريكة
60,Barika,514,Bitam,بيطام,Barika,بريكة
60,Barika,555,M Doukal,إمدوكل,Barika,بريكة
60,Barika,515,Azil Abedelkader,عزيل عبد القادر,Djezzar,الجزار
60,Barika,543,Djezzar,الجزار,Djezzar,الجزار
60,Barika,556,Ouled Ammar,أولاد عمار,Djezzar,الجزار
64,Ksar Chellala,1429,Ksar Chellala,قصر الشلالة,Ksar Chellala,قصر الشلالة
64,Ksar Chellala,1439,Serghine,سرغين,Ksar Chellala,قصر الشلالة
64,Ksar Chellala,1409,Zmalet El Emir Abdelkade,زمالة الأمير عبد القادر,Ksar Chellala,قصر الشلالة
64,Ksar Chellala,1440,Bougara,بوقرة,Hamadia,حمادية
64,Ksar Chellala,1435,Hamadia,حمادية,Hamadia,حمادية
64,Ksar Chellala,1430,Rechaiga,الرشايقة,Hamadia,حمادية
66,Messaad,1722,Selmana,سلمانة,Messaad,مسعد
66,Messaad,1706,Sed Rahal,سد الرحال,Messaad,مسعد
66,Messaad,1717,Messaad,مسعد,Messaad,مسعد
66,Messaad,1718,Guettara,قطارة,Messaad,مسعد
66,Messaad,1729,Deldoul,دلدول,Messaad,مسعد
66,Messaad,1724,Oum Laadham,أم العظام,Faidh El Botma,فيض البطمة
66,Messaad,1707,Faidh El Botma,فيض البطمة,Faidh El Botma,فيض البطمة
66,Messaad,1734,Amourah,عمورة,Faidh El Botma,فيض البطمة
65,Ain Oussera,1720,Had Sahary,حد الصحاري,Had Sahary,حد الصحاري
65,Ain Oussera,1709,Bouira Lahdab,بويرة الأحداب,Had Sahary,حد الصحاري
65,Ain Oussera,1735,Ain Fekka,عين فقه,Had Sahary,حد الصحاري
65,Ain Oussera,1719,Sidi Laadjel,سيدي لعجال,Sidi Laadjel,سيدي لعجال
65,Ain Oussera,1733,Hassi Fedoul,حاسي فدول,Sidi Laadjel,سيدي لعجال
65,Ain Oussera,1711,El Khemis,الخميس,Sidi Laadjel,سيدي لعجال
65,Ain Oussera,1708,Birine,بيرين,Birine,بيرين
65,Ain Oussera,1721,Guernini,قرنيني,Ain Oussera,عين وسارة
65,Ain Oussera,1731,Ain Oussera,عين وسارة,Ain Oussera,عين وسارة
65,Ain Oussera,1732,Benhar,بنهار,Birine,بيرين
68,Boussaâda,2835,Benzouh,بن زوه,Ouled Sidi Brahim,أولاد سيدي ابراهيم
68,Boussaâda,2821,Ouled Sidi Brahim,أولاد سيدي ابراهيم,Ouled Sidi Brahim,أولاد سيدي ابراهيم
68,Boussaâda,2822,Sidi Ameur,سيدي عامر,Sidi Ameur,سيدي عامر
68,Boussaâda,2823,Tamsa,تامسة,Sidi Ameur,سيدي عامر
68,Boussaâda,2824,Ben Srour,بن سرور,Ben Srour,بن سرور
68,Boussaâda,2834,Mohamed Boudiaf,محمد بوضياف,Ben Srour,بن سرور
68,Boussaâda,2825,Ouled Slimane,أولاد سليمان,Ben Srour,بن سرور
68,Boussaâda,2833,Zarzour,زرزور,Ben Srour,بن سرور
68,Boussaâda,2847,Djebel Messaad,جبل مساعد,Djebel Messaad,جبل مساعد
68,Boussaâda,2843,Slim,سليم,Djebel Messaad,جبل مساعد
68,Boussaâda,2826,El Houamed,الحوامد,Khoubana,خبانة
68,Boussaâda,2807,Khoubana,خبانة,Khoubana,خبانة
68,Boussaâda,2808,M'cif,مسيف,Khoubana,خبانة
69,El Abiodh Sidi Cheikh,3208,Ain El Orak,عين العراك,Labiodh Sidi Cheikh,الأبيض سيدي الشيخ
69,El Abiodh Sidi Cheikh,3215,Krakda,كراكدة,Brezina,بريزينة
69,El Abiodh Sidi Cheikh,3216,El Bnoud,البنود,Labiodh Sidi Cheikh,الأبيض سيدي الشيخ
69,El Abiodh Sidi Cheikh,3204,Brezina,بريزينة,Brezina,بريزينة
69,El Abiodh Sidi Cheikh,3205,Ghassoul,الغاسول,Brezina,بريزينة
69,El Abiodh Sidi Cheikh,3207,Labiodh Sidi Cheikh,الأبيض سيدي الشيخ,Labiodh Sidi Cheikh,الأبيض سيدي الشيخ
69,El Abiodh Sidi Cheikh,3213,Boussemghoun,بوسمغون,Boussemghoun,بوسمغون
69,El Abiodh Sidi Cheikh,3209,Arbaouat,اربوات,Labiodh Sidi Cheikh,الأبيض سيدي الشيخ
61,El Kantara,720,Djemorah,جمورة,Djemorah,جمورة
61,El Kantara,7003,Branis,برانيس,Djemorah,جمورة
61,El Kantara,719,El Outaya,الوطاية,El Outaya,الوطاية
61,El Kantara,717,El Kantara,القنطرة,El Kantara,القنطرة
61,El Kantara,718,Ain Zaatout,عين زعطوط,El Kantara,القنطرة
62,Bir El Ater,1228,Ferkane,فركان,Negrine,نقرين
62,Bir El Ater,1209,Negrine,نقرين,Negrine,نقرين
62,Bir El Ater,1215,El Ogla El Malha,العقلة المالحة,Bir El Ater,بئر العاتر
62,Bir El Ater,1202,Bir-El-Ater,بئر العاتر,Bir El Ater,بئر العاتر
67,Ksar El Boukhari,2633,Souagui,السواقي,Souaghi,السواقي
67,Ksar El Boukhari,2635,Ksar El Boukhari,قصر البخاري,Ksar El Boukhari,قصر البخاري
67,Ksar El Boukhari,2649,M'fatha,مفاتحة,Ksar El Boukhari,قصر البخاري
67,Ksar El Boukhari,2664,Saneg,السانق,Ksar El Boukhari,قصر البخاري
67,Ksar El Boukhari,2610,Bouaiche,بوعيش,Chahbounia,الشهبونية
67,Ksar El Boukhari,2651,Boughzoul,بوغزول,Chahbounia,الشهبونية
67,Ksar El Boukhari,2638,Chabounia,الشهبونية,Chahbounia,الشهبونية
67,Ksar El Boukhari,2632,Aziz,عزيز,Aziz,عزيز
67,Ksar El Boukhari,2608,Derrag,دراق,Aziz,عزيز
67,Ksar El Boukhari,2642,Oum El Djellil,أم الجليل,Aziz,عزيز
67,Ksar El Boukhari,2637,Djouab,جواب,Souaghi,السواقي
67,Ksar El Boukhari,2628,Sidi Zahar,سيدي زهار,Souaghi,السواقي
67,Ksar El Boukhari,2614,Sidi Ziane,سيدي زيان,Souaghi,السواقي
63,El Aricha,1341,Sidi Djillali,سيدي الجيلالي,Sidi Djillali,سيدي الجيلالي
63,El Aricha,1343,Bouihi,البويهي,Sidi Djillali,سيدي الجيلالي
63,El Aricha,1335,Sebdou,سبدو,Sebdou,سبدو
63,El Aricha,1310,El Gor,القور,Sebdou,سبدو
63,El Aricha,1332,El Aricha,العريشة,Sebdou,سبدو
63,El Aricha,1342,Beni Bahdel,بني بهدل,Beni Snous,بني سنوس
63,El Aricha,1317,Beni Snous,بني سنوس,Beni Snous,بني سنوس
63,El Aricha,1321,Azail,العزايل,Beni Snous,بني سنوس
